Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
" Oh, and a very good review",8,8_thanks_welcome_following_chtx7e,"['thanks', 'welcome', 'following', 'chtx7e', 'tinyurl', 'awesome', 'cool', 'check', 'fantastic', 'luck']","[' Thanks for the hint.  http://tinyurl.com/chtx7e.', ' Thanks, hope you have a good one', ' good to know   thanks']",thanks - welcome - following - chtx7e - tinyurl - awesome - cool - check - fantastic - luck,1.0,False
_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,1.0,False
I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*,4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,False
 its hilarious,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 I love the guy that was standing behind me,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,6,6_mothers_mother_mama_mom,"['mothers', 'mother', 'mama', 'mom', 'mum', 'mommy', 'moms', 'mommie', 'mommies', 'mommah']","['Happy mothers day mom  ?', ' Happy Mothers Day', 'Happy Mothers Day!!!']",mothers - mother - mama - mom - mum - mommy - moms - mommie - mommies - mommah,0.9628182010749687,False
lost my DC hat ..,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,0.6144627082587002,False
"   In effect, your podcast IS the audio version of your book. Isn`****? (plus, it has the added charm of banter  )",1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,0.7483681274144273,False
"Sunny synday morning. Nicole is up later than usual, mommy got some sleep",2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,1.0,False
Browsing  find everything about university & interior design.,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.869186359126063,False
 visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 I am soo excited about your pasadena seminar...if only i can find the confermation email,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
Ugh I don`t feel well again all of a sudden,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
I want a new phone  I`ve seen too much cellphone commercials (,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.6779101947335854,False
 we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,0.6508878145839334,False
 http://twitpic.com/4vuuy - That`s so cool.,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
school. 39 days !!! so exited. Amazing premier ,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
  tis very useful indeed esp. for newbies like me!,8,8_thanks_welcome_following_chtx7e,"['thanks', 'welcome', 'following', 'chtx7e', 'tinyurl', 'awesome', 'cool', 'check', 'fantastic', 'luck']","[' Thanks for the hint.  http://tinyurl.com/chtx7e.', ' Thanks, hope you have a good one', ' good to know   thanks']",thanks - welcome - following - chtx7e - tinyurl - awesome - cool - check - fantastic - luck,1.0,False
Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,0.9928973119830392,False
 it was just the handle tg,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
backe backe... MUFFINS!!!,4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,False
is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,6,6_mothers_mother_mama_mom,"['mothers', 'mother', 'mama', 'mom', 'mum', 'mommy', 'moms', 'mommie', 'mommies', 'mommah']","['Happy mothers day mom  ?', ' Happy Mothers Day', 'Happy Mothers Day!!!']",mothers - mother - mama - mom - mum - mommy - moms - mommie - mommies - mommah,0.6080055363797763,False
lasttt mondayyy of classs,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 yup!  Now I can join in on the nin access fun!,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,0.920343890321937,False
 unfair  I wanna go too.,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,0.9928973119830392,False
Download movie  'A Good Day to Be Black &#38 Sexy' http://tinyurl.com/ckmkul cool #movie,1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,0.5799336905859237,False
Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,1.0,False
" Aww, that`s sad.  I miss seeing you guys on the big screen.",-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,0.9688448199954142,False
" eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 Thank you so much phaoloo !!!!,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 the hotel should be thankful,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
"Watching GH. I feel so bad for Carly.  OMG, so **** up.",1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,1.0,False
 rofl that`s what we like to hear,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
"Ok I`m frustrated, there is hella dust between the screens of my blackberry",0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.6496455059165669,False
IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,0.9660561785512214,False
 We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
"Change of plans, working inside bar tonight",2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,0.8834733116111886,False
 thanks for following,8,8_thanks_welcome_following_chtx7e,"['thanks', 'welcome', 'following', 'chtx7e', 'tinyurl', 'awesome', 'cool', 'check', 'fantastic', 'luck']","[' Thanks for the hint.  http://tinyurl.com/chtx7e.', ' Thanks, hope you have a good one', ' good to know   thanks']",thanks - welcome - following - chtx7e - tinyurl - awesome - cool - check - fantastic - luck,1.0,False
" Well, good luck then.",8,8_thanks_welcome_following_chtx7e,"['thanks', 'welcome', 'following', 'chtx7e', 'tinyurl', 'awesome', 'cool', 'check', 'fantastic', 'luck']","[' Thanks for the hint.  http://tinyurl.com/chtx7e.', ' Thanks, hope you have a good one', ' good to know   thanks']",thanks - welcome - following - chtx7e - tinyurl - awesome - cool - check - fantastic - luck,1.0,False
at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,1.0,False
Undervote is just going on  I`m all overalled up,5,5_life_depressed_miserable_happy,"['life', 'depressed', 'miserable', 'happy', 'feeling', 'feel', 'honesty', 'hate', 'things', 'wish']","['the best things in life are free  x', "" Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff'"", '  im really sorry i know wallah how u feel this life is shittttttttt']",life - depressed - miserable - happy - feeling - feel - honesty - hate - things - wish,1.0,False
making german apple slice  nom nom nom,4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,False
Looks like its another night at the office lol,2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,0.9535748490438022,False
My tummy hurts,4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,False
Got about 2 hours sleep.,2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,1.0,False
Anybody else experiencing painful slowdowns with facebook?,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.6629575525600482,False
Lol..2 people in falcon..and boo one of them being becca,1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,0.8829710974350631,False
i really need to earn money... so that i can watch the PCD concert,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
The poor Pirate had out his last wisdom tooth and is looking really peaky.,4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,False
Mozzer cancelled tonight by the looks of it.,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
"waiting for aaron to get into town, and then leave him for work. booo",-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
